name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1
Hero, http://heroapp.us,https://itunes.apple.com/us/app/the-hero-app/id569210781?mt=8,"iOS, Desktop, Web",,https://itunes.apple.com/us/app/the-hero-app/id569210781?mt=8,"http://a136.phobos.apple.com/us/r1000/098/Purple/v4/70/90/ee/7090ee6e-db68-96ff-7d37-d7d48ccf7ea2/mzl.cdjxyryn.320x480-75.jpg, http://a1436.phobos.apple.com/us/r1000/112/Purple/v4/ad/cf/7d/adcf7d03-8522-74d9-85ac-124b70be0c9d/mzl.mrjqceer.320x480-75.jpg,  ,  , http://a463.phobos.apple.com/us/r1000/117/Purple/v4/42/5b/f8/425bf80b-ae6a-48ad-1f0d-a8ba2afd14fe/mzl.obwsvlxx.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Hero provides near real-time information to the people who need it. Information such as shelters near your location, bed availability of those shelters, nearby places to eat a meal and much more.  We built a native iOS app, mobile web app and full featured web app. For non-smartphone users we also created voice and SMS services.",Activism,0.0,English,,,, ,http://heroapp.us/static/images/logo.png,JJAppCo,JJAppCo
HistoryPin,http://www.historypin.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","A new app and website, Historypin, translocates you one step further, enabling you to experience places around the world at distinct moments in the past. Use the free website to mash-up the street view of today's Times Square with the Times Square of the 1930s. Or, with the smartphone app, you can wave your phone through the air to see layers of historical photos superimposed upon wherever you happen to be.",Education,0.0,English,,,Historypin, ,http://www.historypin.com/resources/images-new/hp_logo.png,historypin,
Home Elephant,http://www.homeelephant.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","A new app called Home Elephant puts neighbors in touch about their mutual concerns: the stuff that's going down in the neighborhood. It's kind of like an online neighborhood-watch-plus-bulletin-board for hyperlocal communities. Once you sign up, you can exchange messages and alerts with people who live on your block, around the corner, or down the street. Home Elephant has a practical focus: Users share crime reports, lost pet announcements, notices about traffic disruption—that kind of stuff. The sort of information that you naturally want to exchange with your neighbors.",Activism,0.0,English,,HomeElephant,, ,http://www.homeelephant.com/content/images/helogo.png, ,HomeElephant
Homeless Connections (Project REACH),http://reachthehomeless.challenge.gov/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/EiwdaHq.png,  ","Homeless Connections is a mobile-enabled, people-centric application that addresses this dilemma. The app masters information flow through an ""outside in"" approach that solves the problem of disjointed and unorganized information regarding available services. Our approach is intuitive and cost-effective in ""total cost of ownership"" when scaling up deployment. Changes require no code writing, allowing non-IT staff to maintain the heart of the system.",Health,,,,,challengegov, ,http://s3.amazonaws.com/challengepost/photos/production/challenge_photos/000/030/343/datas/large_opaque.png?1332536923,ChallengeGov,
Homeless REACH (Project REACH),https://homelessreach.info,https://lh4.ggpht.com/__oT_OEBGS2qVYKAfGECSFxIeyGHrFfjjqWocgdvt09Y0E6TU5RBtRJd726CIVfIwo8=w124,"iOS, Desktop, Android, Web",https://play.google.com/store/apps/details?id=com.qbase.reach.android,https://itunes.apple.com/us/app/homeless-reach/id566299385?ls=1&amp;mt=8,"https://lh3.ggpht.com/ed0CzCP7-_KwVWglimFs99-xPXQ2v7p-0lU0yXmrMKxFQMm2o9AA_T7K0DvS7pKifUw=h230, https://lh5.ggpht.com/_1eTuNkdVNyGTOdRbVJCcOcDHjOpkL_XlGzBHjf7LFmIXwabZd82g2WSjT8gO9PRlfg=h230,  ,  , https://lh6.ggpht.com/TumbE7MxNEtu9-DxeWT1R39AFf11XDP4g0e_-j1dx99s2-D8mcYQh-94nJW3p3sDaobl=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Designed for Care Givers, this app quickly and accurately finds resources at over 110,000 locations and features a platform usable anywhere in the nation to aid in the care of the homeless based on a current location or address. Our app supports iOS and Android Devices, and has a website for searching, managing, creating, and updating places. In addition to automated extraction of bed counts from supporting HMIS systems, our app allows for shelters to manage bed counts by registering their shelter and updating availability real-time.",Activism,0.0,English,,,, , ,pages/Street-Reach-for-the-Homeless/427692077297363,
Hoot.me,http://www.hoot.me,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/70RUBi1.png","Hoot.Me is a Facebook application that allows you to add your classes and collaborate with teachers and classmates on Facebook. For example, if you get stuck on calculus homework, you can join your class’s session on Hoot and collaborate through video conferencing, math chat, doodling, and screen sharing. If no one is online, you can post your question and receive a notification when someone responds. Don’t worry if you are the first person from your school on Hoot; our team will ensure you always receive a response!",Education,,,,,thehootme, ,http://www.hoot.me/static/images/hootme.png,thehootme,
Hunch Lab,http://www.azavea.com/hunchlab/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/WQBfNx1.jpg,  ","Turn your crime data into actionable intelligence with HunchLab. By detecting changes in crime patterns, automatically alerting personnel to geographic areas of interest, and forecasting crime levels across your jurisdiction, HunchLab provides the intelligence necessary for your agency to make proactive deployment decisions to improve public safety.  At the heart of HunchLab is the ability to mine your geographic data for patterns. On a schedule that you determine, HunchLab imports crime data from CAD, RMS, and other systems and sifts through your incident data to determine where statistically significant changes are occurring. Analysts and officers arrive at work with email alerts of where crime patterns are changing -- allowing them to focus their time on determining how to deploy resources to make the most impact.",Activism,,,http://auto2.cdn.azavea.com/themes/Hunchlab/images/xhunchlab-logo.png.pagespeed.ic.HQNfDHg_vX.png,,, , ,hunchmusic,HunchLab
Hurricane,http://apps.usa.gov/hurricane-by-american-red-cross.shtml,https://lh3.ggpht.com/ZRPU5mnOHVWI4ILstFK1M8FaWulX4F5aXAarub90aZCyYMT_73_w0oN9WJDmETBWMQ=w124,"iOS, Desktop, Android",https://play.google.com/store/apps/details?id=com.cube.arc.hfa,https://itunes.apple.com/us/app/hurricane-by-american-red/id545689128?mt=8,"http://a1284.phobos.apple.com/us/r1000/099/Purple/v4/9c/15/95/9c15954f-60d7-aec8-20a9-2cbe28e3014e/mzl.zkveebgm.320x480-75.jpg, http://a387.phobos.apple.com/us/r1000/116/Purple/v4/eb/d5/30/ebd5306c-309e-4885-8a13-7fab803af3b4/mzl.synfsrnb.320x480-75.jpg,  ,  , http://a1574.phobos.apple.com/us/r1000/066/Purple/v4/df/4c/8f/df4c8fb2-88ff-a037-f20f-68925b37e119/mzl.xvlzstpi.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Be ready for severe weather with Hurricane by American Red Cross. Monitor conditions in your area or throughout the storm track, prepare your family and home, find help and let others know you are safe even if the power is out – a must have for anyone who lives in an area where a hurricane may strike or has loved ones who do.",Relief,0.0,English,,,, , , ,redcross
Hurricane - American Red Cross,https://play.google.com/store/apps/details?id=com.cube.arc.hfa&feature=search_result,https://lh3.ggpht.com/ZRPU5mnOHVWI4ILstFK1M8FaWulX4F5aXAarub90aZCyYMT_73_w0oN9WJDmETBWMQ=w124,Android,https://play.google.com/store/apps/details?id=com.cube.arc.hfa&feature=search_result,,"https://lh5.ggpht.com/9n0SISSXO4ZwbU-WbXGT10GbxzaLdzkrmWHkKrSfHaY4wQrAHvV8dbfB4DRR-H-PTdUP=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Be ready for severe weather with Hurricane by American Red Cross. Monitor conditions in your area or throughout the storm track, prepare your family and home, find help and let others know you are safe even if the power is out – a must have for anyone who lives in an area where a hurricane may strike or has loved ones who do. Please note: shelters only show the current open shelters. More shelters are setup as disasters happen, but until then, there may not be any shelters near you.",Relief,0.0,English,,,RedCross,http://www.redcross.org/mobile-apps/hurricane-app, , ,
Hyperlocavore: A Yard Sharing Community,http://hyperlocavore.ning.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/pTJNVGH.jpg,  ",Facilitates the matching of interested gardeners with space in community gardens or other agricultural space throughout the City. The current issue is that that demand often builds up for well known garden spaces (in the form of multi-year waiting lists) and startup gardens have trouble attracting enough involvement.,Environment,,,http://api.ning.com/files/ARdpRJrE51I6kwfl2na5F8kPKr-nZ*0aMfUek5EJP5L-N1e6jHFw75QZ*Kjhz446XnwKHE8zmQArzI1ygWynd*jxUTFk6grI/new_header_05_2012_4.jpg,,, , ,pages/hyperlocavore-a-global-yardsharing-community/68156048856,hyperlocavore
I Paid a Bribe,http://www.ipaidabribe.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/9YVWH8A.png","“Bribed? Didn't bribe? Powerless? Victimised? Angry?"" I Paid a Bribe is encouraging citizens in India to tell their stories of bribery and corruption and is using these stories to identify the most corrupt departments and processes in the country. This initiative, organized by Janaagraha, was launched on August 15 (India’s Independence Day), 2010.","Governance, Activism",,,http://s4.ipaidabribe.com/sites/default/files/ipab_new_logo_2.jpg,,, , ,ipaidabribe,ipaidabribe
iBikeChallenge,http://itunes.apple.com/us/app/ibikechallenge/id367795122?mt=8,https://itunes.apple.com/us/app/ibikechallenge/id367795122?mt=8,iOS,,https://itunes.apple.com/us/app/ibikechallenge/id367795122?mt=8,"http://a1038.phobos.apple.com/us/r1000/045/Purple/c2/66/28/mzl.ciyzvlzd.320x480-75.jpg, http://a1033.phobos.apple.com/us/r1000/028/Purple/1f/96/65/mzl.phnheleo.320x480-75.jpg,  ,  , http://a935.phobos.apple.com/us/r1000/006/Purple/2b/ae/a2/mzl.foszcwyp.320x480-75.jpg,  , http://a1038.phobos.apple.com/us/r1000/045/Purple/c2/66/28/mzl.ciyzvlzd.320x480-75.jpg, http://a1033.phobos.apple.com/us/r1000/028/Purple/1f/96/65/mzl.phnheleo.320x480-75.jpg, http://a935.phobos.apple.com/us/r1000/006/Purple/2b/ae/a2/mzl.foszcwyp.320x480-75.jpg, http://a873.phobos.apple.com/us/r1000/056/Purple/b8/62/08/mzl.bdpvnlyl.320x480-75.jpg, http://a487.phobos.apple.com/us/r1000/005/Purple/19/07/ff/mzl.lcwrhuts.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Record your bike trips to score points, earn medals and rise to the top of the iBikeChallenge leaderboards. Track your total bike commuting benefits, including miles biked, calories burned, gas money saved and pollution prevented. Connect with Facebook to challenge your friends to bike more and make an even bigger difference together.",Environment,0.0,English,,,ibikechallenge, , ,pages/iBikeChallenge,
iCanMakeItBetter,https://icanmakeitbetter.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/kz7mq0m.png","Our platform enables companies and communities to create, share, and act upon ideas to drive innovation and make everything, and every day better.","Social Enterprise, Activism",,,,,N/A, ,http://www.greenbook.org/Logos/icanmakeitbetter_300.png,icanmakeitbetter,
ICE,https://play.google.com/store/apps/details?id=seraphimserapis.ice&feature=search_result,,Android,https://play.google.com/store/apps/details?id=seraphimserapis.ice&feature=search_result,," ,  ,  ,  ,  , https://lh6.ggpht.com/uoO3uavz0H3996ADPx4xqF_CxnyYczRHtW5YijYmFvazlbi56mzSOn_pgSVcmvFbXzQ=w124,  ,  ,  ,  ,  , https://lh5.ggpht.com/Y3bV8um2zwkcYEQh2zet2xJpLdHkT82rlHudHBHw9DD0iTzOHa4CR0TztbVTev4QwZRt=h230,  https://lh5.ggpht.com/hbeHqgcTr7Xxrq6dmceU-3gLlGreLoRdl-Dox7ZYiNKs_P1Em0p-duUSz5U1lbvQng=h230,  https://lh6.ggpht.com/TvMQYqTewgqcNZhNI53kzaJ61rk_l86QOOXCSUYyqL0C4L1lybck-gowKiovMcrnGw=h230,  https://lh5.ggpht.com/gutrJXauscRKBcI7Ju71zaSUQIV1Xppnj2bSdAehw7J-q8wzufgGMcrWus7JHEHaCYjN=h230,  ,  ,  ,  ,  ,  ",ICE is designed to be a great help in case of emergency. The first helper is able to see who to call and which person he deals with in only a few clicks. The icon had to be changed due to German law. The red cross symbol is protected and may not be used from third parties.,Health,0.0,English,,,NA, ,https://lh6.ggpht.com/uoO3uavz0H3996ADPx4xqF_CxnyYczRHtW5YijYmFvazlbi56mzSOn_pgSVcmvFbXzQ=w124,ice.com,
Icon,http://icon.spigit.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/jDOlPur.png,  ",A free web-based app that connects people around questions and answers,"Activism, Education",0.0,English,https://icon.spigit.com/UI/images/icon_logo_white.png,,, , , ,SpigitIcon
iCow,http://www.icow.co.ke/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/77dqqBd.jpg,  ",created the world’s first mobile cow calendar which sends dairy farmers important updates and scheduled reminders to optimize their production. The services have received support and plaudits from major aid organizations and struck partnerships with leading technology companies to scale the services across the networks.,"Environment, Education",,,,pages/iCow/202595246499773,SuKahumbu, ,http://www.icow.co.ke/templates/iCow/images/logo.png, ,
IdeaScale,http://ideascale.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/cdQaquT.jpg,  ",The most effective approach to building key relationships is to turn your citizens into advocates. Empower them to speak and open a direct dialogue on your turf - instead of out in the wild. Interact directly with the community that is formed around the ideas. Leave comments and communicate the status of an idea. Build a strong relationship with your citizens by confirming that their voice is heard.,Activism,,,,ideascale,ideascale, , , ,
iHomework,https://itunes.apple.com/us/app/ihomework/id302786560?mt=8,,iOS,,," ,  ,  ,  ,  ,  , http://a1073.phobos.apple.com/us/r1000/099/Purple/v4/d0/0f/d4/d00fd454-dbd1-0240-1eb2-a28a0abb46cd/mzl.sptrtxin.320x480-75.jpg, http://a523.phobos.apple.com/us/r1000/075/Purple/v4/c3/ff/7f/c3ff7fae-c232-ab1d-005b-253017b570b1/mzl.ckkbomrs.320x480-75.jpg, http://a166.phobos.apple.com/us/r1000/113/Purple/v4/ca/68/66/ca68669b-d663-c72f-0e5d-6b59c672ae66/mzl.aycglahe.320x480-75.jpg, http://a1290.phobos.apple.com/us/r1000/110/Purple/v4/e0/5c/64/e05c6457-8b64-fbc6-e7cb-d63bad4952fe/mzl.xsnvlqtx.320x480-75.jpg, http://a1123.phobos.apple.com/us/r1000/118/Purple/v4/e3/8a/cd/e38acdb5-d81d-30e6-eb03-32565dcd393c/mzl.tvobrwbl.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Helps students keep track of assignments, due dates, homework, etc.",Education,0.0,English,,,ihomework,http://www.element84.com/,http://a5.mzstatic.com/us/r1000/109/Purple/v4/f5/54/2f/f5542f80-cdd0-9191-6097-38b393a87698/mzl.posqzuoc.175x175-75.jpg, ,
iJanaagraha,http://www.ijanaagraha.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/89sPdUs.png,  ","An online 'touch-point', between citizens and government, for information, empowerment and accountability.","Activism, Governance",,,,,ijanaagraha, ,http://www.ichangemycity.com/sites/all/themes/janaagraha/images/janaagraha_logo.png,ichangemycity,
Improve My City,http://smartcityapps.urenio.org/improve-my-city_en.html,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/zfzJDfJ.png?1","The application enables citizens to report local problems such as potholes, illegal trash dumping, faulty street lights, broken tiles on sidewalks, and illegal advertising boards. The submitted issues are displayed on the city's map. Users may add photos and comments. Moreover, they can suggest solutions for improving the environment of their neighbourhood. Through the application local government agencies enable citizens and local actors to take action to improve their neighborhood. Reported cases then go directly into the city’s work order queue for resolution, and users are informed how quickly the case will be closed. ",Activism,,,,,PEOPLEThermi, ,http://smartcityapps.urenio.org/img/logo_people.png,pages/People-Smart-City-Thermi/283830898309319,
India Against Corruption,https://play.google.com/store/apps/details?id=com.kuiperapps.ati.officialapp&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.kuiperapps.ati.officialapp&feature=search_result,," ,  ,  ,  ,  , https://lh6.ggpht.com/IjKG0d0ueKq_km7CRc5XMlF4otg8oooB_l8keVHRjeppgat43bUKqhs7FA5MUamjySo=w124,  ,  ,  ,  ,  , https://lh5.ggpht.com/MdvnwK8OwUA1RYK7RTJ-Bv1kPtfG2iiyNQT21uo4G7QXITwu8IUG_7IPUIHC5FPkqJwJ=h230,  https://lh3.ggpht.com/V5zTmPNfm77FuREQ9uxY5gffjMZxSiajsVjdAIilgECG7K3r-5u-1FariqlCi-gyibk=h230,  https://lh5.ggpht.com/snV7vcliy_Aje1nIZ38XwScOznRWguwyOL3IxLkc42-3V9h_2oaewe-4qbXRRy_AdoM=h230,  https://lh4.ggpht.com/zVpZNONmPNyA3dRRd49rh0U39k7xS9HiQNjLHVFAj37eHfG0iIomZqq2-Rh8nbgcUP8=h230,  https://lh4.ggpht.com/cv2vAKGTUCKxZ2yfG_QD75enuxxqAl1-BTq738yix8aqVrtvd29-fbA9kO8zEAK7Kwg=h230,  https://lh4.ggpht.com/PdZ9518JSfc6HXVGz-Zf9ZRw8XTmBWHJSqTvfN_TBH_5yMGmSQaP-apCdwtl_AU7B01b=h230,  https://lh3.ggpht.com/IXVswCV1YdNPsqtPNEkBHFCQQOxO9zoL3N1xIFeSpXlJdo2uoV337j6XVs_hrevy38g=h230,  ,  ,  ","India Against Corruption (IAC) is a citizen's movement to demand strong anti-corruption laws. Lokpal bills were introduced several times since 1968, yet they were never passed by the Indian Parliament. ","Governance, Activism",0.0,English,,,,http://www.indiaagainstcorruption.com/,https://lh6.ggpht.com/IjKG0d0ueKq_km7CRc5XMlF4otg8oooB_l8keVHRjeppgat43bUKqhs7FA5MUamjySo=w124,Indiacor,
IndiaPolitics: Social Connect,https://play.google.com/store/apps/details?id=com.mango.electionindia&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.mango.electionindia&feature=search_result,," ,  ,  ,  ,  , https://lh5.ggpht.com/tBHW97pdfrtjqGNO4hWYopT8h8aMpEbAT3GXsH3BHR6f3Y03Li2GqBzvT7E1rxaq-5Y=w124,  ,  ,  ,  ,  , https://lh3.ggpht.com/xJ80q2dmrqMIx48AJh2ZU45VLP1mgOBlpx6OBpaPwqM3wBHBQDH-e3857YvyI3Cvng=h230,  https://lh5.ggpht.com/UruRZSeJzHuq4ANcbhMpniE1bWF6M9Wm59a28HVjVAynUZgqIdYDgny1ZzNUtLNFiNew=h230,  https://lh6.ggpht.com/CPm-8rAFwzys5Cre4XR4dIdRAJtjP2YHrIkH7Cfqpm1diP_yOLraQqu4d7xPlWzV91M=h230,  https://lh3.ggpht.com/zuZ0DhCrwWftvKwutTRDW4o055txA3UAGvOQhi-5CoeuxixbB2IvvJWvqCGxKpF5cQo=h230,  https://lh6.ggpht.com/oA-f8Dkp3lLyWLvvI1SvGiHdtnMSNhwezsQRVAixYh3T_80VBplNgCBixBGyyMb3eA=h230,  https://lh6.ggpht.com/rbYb0VAJbpLL-4cQhbefY9UiAD3YfSxVmI6XG-GrNguDtMSAfUXboBNs29yPDzoMiuE=h230,  ,  ,  ,  ","Social mediums create perceptions, it gives reach to connect to voters, it's fast, it gives 360 degree views about an event, personalities, thoughts and your work. Information on social medium is as it happens, even before TV News, Print News and any other news channels on Internet. It's the most powerful medium across the world these days Use this most comprehensive app to get all voices from the entire political spectrum in India. Listen to the voice of your fellow citizens and your representative political parties across social channels like YouTube, Facebook, Twitter, Wiki, News etc.",Governance,0.0,English,,,NA,http://www.mangotechno.com/,https://lh5.ggpht.com/tBHW97pdfrtjqGNO4hWYopT8h8aMpEbAT3GXsH3BHR6f3Y03Li2GqBzvT7E1rxaq-5Y=w124, ,
iNewz Green,http://iphone-apps.toptenreviews.com/green/inewz-green-review.html,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","iNewz Green acts as a portal for eco-friendly, environment-aware news. Select the category of green news you’re interested in, and a list of the latest articles will be displayed. Tap the headline and an integrated browser page will take you straight to the selected article on the source’s website. If you like the story, email it to your friends, save it to your Del.icio.us bookmark,  or publish it to your Twitter stream. News is culled from such sources as Planet Green, The Daily Green, TreeHugger, Popular Science, Good Guide and the iNewz Vertography Blog.","Environment, Education",0.0,English,,,, ,http://www.toptenreviews.com/i/rev/prod/3012-inewz-green-box.jpg, ,iNewz
InfoGames,http://commons.codeforamerica.org/apps/infogames,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/PIghYho.jpg,  ","We believe people learn faster and provide better feedback when content is shared in a visually compelling way and is fun to learn and absorb. That’s why Urban Interactive Studio’s InfoGames offer a new and exciting way to present your information to diverse audiences, getting them to understand the key concepts and collecting valuable feedback.  InfoGames are interactive workbooks, typically displayed as multi-step wizards, that present your content as fun infographics. At the core of these workbooks are small games that display content with the user in mind, or ask trivia questions with the incentive to earn badges or win high scores. For example, users provide basic demographic data at the beginning, and during later steps learn how they compare to their region’s demographic profile based on those inputs. Or users can guess statistics in relation to your content, and learn their results on the final page along with the correct answers.",Education,,,,,,http://www.infogamescuritiba.com.br/,http://commons.codeforamerica.org/sites/default/files/civic_commons_logo_circle2.png,pages/Infogames/415963691793901,cfacommons
Informz,http://informz.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/JjnignV.png,  ","Affordable complete solution for email blasting, text messaging, petitions, surveys, voting, and more. Integrates with various databases and is extremely user friendly.",Activism,,,https://sphotos-a.xx.fbcdn.net/hphotos-prn1/553155_10151454958920444_847077313_n.jpg,,Informz, , ,Informz,
Innovative Global Comm,https://play.google.com/store/apps/details?id=com.irentmyapp.igcapp&feature=more_from_developer,,Android,,," ,  ,  ,  ,  , https://lh4.ggpht.com/GkNcPzXQfG_FuPNQCQ7M2SL0WN7FLXHDY6rreJ-Pp5ltsXUls61M2i685w56S65nZBQ=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/ubseCv1ZyFSrykK9vEugHWwrMwc2mVnat5ptjuRH2-6Z5ut827rOjeo7XS3Zv0yxT9M=h230,  https://lh5.ggpht.com/92BlD_2CJCZl0c1jlknP5EfOwnz2S6h7iyVWjGO5dVy2yY4dniJPSH1KpqyDFT0NjQ=h230,  https://lh3.ggpht.com/xCu33zBec5ZQAQMB_tw0JhzaJtOxotJ52D3bakJVDG3_GJkf4AQiura61fpF9U9pHA=h230,  https://lh6.ggpht.com/Y90b90VOIYLv5DKFINb_F34SBHrzVvYDzIZWNdR2nXcj7bAn2cGp2gm21uEt-bhlgIU=h230,  https://lh5.ggpht.com/Rpltv_rYbmvNP3JPvd0kJ6SYFmk8H3JwtaIgCnBMZsGw4wE_2NVg_7_a99wSJdyVPDc=h230,  ,  ,  ,  ,  ","With communication and information technology becoming the most important pillars for any business to prosper in today’s world, Innovative Global Communications (IGC) is your best choice technology partner for growth. With clients spread across the United States, we have experience in providing comprehensive communication technology services to a wide variety of industries. With partnerships with major service providers, including Dell, AT&T, Broad Sky Networks to name a few, IGC: Builds custom mobile apps for your business needs Builds mobile apps specifically for government use",Social Enterprise,0.0,English,,,,http://www.innovativegc.com/,https://lh4.ggpht.com/GkNcPzXQfG_FuPNQCQ7M2SL0WN7FLXHDY6rreJ-Pp5ltsXUls61M2i685w56S65nZBQ=w78-h78,InnovativeGC,
Instant Heart Rate,https://play.google.com/store/apps/details?id=si.modula.android.instantheartrate&feature=search_result,,Android,https://play.google.com/store/apps/details?id=si.modula.android.instantheartrate&feature=search_result,," ,  ,  ,  ,  , https://lh4.ggpht.com/7S7PkzievrCXYjWpJKslA-KASvHwgb1Np82ZfuDRwtBl1JgaeqBZKsBJVcLbFVJ59Q=w124,  ,  ,  ,  ,  , https://lh5.ggpht.com/n7wpXVxyf2jhGs-26TzJUhw9d1Bo0Wv_wvGOVCG6LX-zYrJxkal77I0OwBDUFWHX2D4=h230,  https://lh3.ggpht.com/dYfoZR--TqO2D5Ue2TQqGPFlOjyO8ogEcFWqNT0pdGbOzraBsHaNT_j0u7RZ0H8zQ2vP=h230,  https://lh5.ggpht.com/sf-bpV-9PpKeAfvq-nD3r6l8WdTktPJUSLqI3z2oYE9X0fE424rARQLnKRI4xCFCgkU=h230,  https://lh3.ggpht.com/5ExxfZO2BU8gSkTXkfdgT4qbL78-Ey3rftwO14Fk4fNTyTelGJOWm14V-T087aHsfGY=h230,  https://lh6.ggpht.com/LYNeb_TggZeIZbr3oejvPS_G-PiIuJC1BLvwMiMaeKsOmeMGX6SIOYVm1bvKzprdXUA=h230,  ,  ,  ,  ,  ",★ The best Health & Fitness app on Mobile Premier Awards 2011 according to jury of industry experts ★ Instant Heart Rate is the most accurate Heart Rate Monitor app for any smartphone and it does not need any external hardware.,Health,0.0,English,,,,https://play.google.com/store/apps/details?id=com.azumio.instantheartrate.full&feature=more_from_developer#?t=W251bGwsMSwxLDEwMiwiY29tLmF6dW1pby5pbnN0YW50aGVhcnRyYXRlLmZ1bGwiXQ..,https://lh5.ggpht.com/qklDdWGX7dfB7IdEUj7goJzHH59VSkI37cvKKCTj23SMragEozLubhQkVn6EBBmo3Wo=w705,instantheartrate,heartrate_app
Instead,https://instead.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/lVLoPsa.png,  ","Instead is that platform, now in beta testing. Davis hopes it helps to change your behavior for the better, and in the process, build a healthy microphilanthropy habit.  “Instead of eating at the Cheesecake Factory, how about eating at Chipotle and giving the difference?” Davis suggests. “Or, instead of going to the movies, use Redbox, and give the difference.”  His app facilitates your habit shift and drives dollars to charity in the process. When you download it, you enter your credit card info or sign in through Facebook to choose from a list of 100 or so charities. The default donation is $5, but you can pick more or less. The idea is to make one-button giving fun and easy, so when your coworker pops by your desk to say “time for a Starbucks break?"" you can pass, then punch in a $5 donation to the Acumen Fund or the Cross Timbers Community Church of Argyle, TX.   ",Activism,,,,,instead, ,https://d49dgjwzvo2zs.cloudfront.net/assets/logo-3eaef601ed193f3736ace968d7f0e6f1.png, ,
